route_id,service_id,shape_id,trip_id,trip_headsign,trip_short_name,direction_id
4-T1,21_1,4-T1-R-28,21-T1-16-1-190916,Foch Gare,,1
4-T1,21_1,4-T1-R-6,21-T1-7-1-191216,Foch Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-1-1-191259,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-27,21-T1-8-1-191526,DIJON Gare,,1
4-T1,21_1,4-T1-R-6,21-T1-9-1-192031,Foch Gare,,1
4-T1,21_1,4-T1-A-10,21-T1-14-1-192059,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-27,21-T1-10-1-192621,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-5-1-192909,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-2-1-193450,DIJON Gare,,1
4-T1,21_1,4-T1-A-5,21-T1-4-1-193859,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-28,21-T1-12-1-194259,Foch Gare,,1
4-T1,21_1,4-T1-R-4,21-T1-1-1-194810,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-8-1-194934,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-27,21-T1-14-1-195632,DIJON Gare,,1
4-T1,21_1,4-T1-A-5,21-T1-10-1-195935,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-5-1-200615,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-2-1-200852,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-27,21-T1-4-1-201743,DIJON Gare,,1
4-T1,21_1,4-T1-A-5,21-T1-1-1-202034,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-6,21-T1-8-1-202413,Foch Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-14-1-202848,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-27,21-T1-10-1-203359,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-5-1-203932,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-2-1-204657,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-4-1-205212,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-28,21-T1-1-1-205404,Foch Gare,,1
4-T1,21_1,4-T1-R-4,21-T1-14-1-210217,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-10-1-210603,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-5-1-211752,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-2-1-211927,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-4-1-213049,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-14-1-213515,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-10-1-214455,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-5-1-215009,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-2-1-215954,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-4-1-220327,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-14-1-221254,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-10-1-221957,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-5-1-222650,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-2-1-223327,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-4-1-224058,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-14-1-224627,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-10-1-225454,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-5-1-230127,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-2-1-230756,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-4-1-231557,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-14-1-232250,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-10-1-233014,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-4,21-T1-5-1-233622,DIJON Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-2-1-234257,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-6,21-T1-4-1-234920,Foch Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-14-1-235527,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-6,21-T1-10-1-240330,Foch Gare,,1
4-T1,21_1,4-T1-A-41,21-T1-5-1-241439,QUETIGNY Centre,,0
4-T1,21_1,4-T1-R-6,21-T1-2-1-241640,Foch Gare,,1
4-T1,21_1,4-T1-R-6,21-T1-14-1-242951,Foch Gare,,1
4-T1,21_1,4-T1-R-6,21-T1-5-1-244800,Foch Gare,,1
4-T1,22_B,4-T1-A-40,22-T1-1-B-055444,QUETIGNY Centre,,0
4-T1,22_B,4-T1-A-40,22-T1-2-B-061804,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-063000,DIJON Gare,,1
4-T1,22_B,4-T1-A-40,22-T1-3-B-063604,QUETIGNY Centre,,0
4-T1,22_B,4-T1-A-40,22-T1-4-B-065104,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-065649,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-070504,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-071359,DIJON Gare,,1
4-T1,22_B,4-T1-A-40,22-T1-5-B-072108,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-072849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-073342,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-074349,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-074823,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-075849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-080213,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-081349,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-081713,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-082849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-083213,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-084349,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-084713,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-085849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-090213,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-091319,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-091713,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-092839,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-093213,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-094349,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-094703,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-095849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-100203,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-101349,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-101713,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-102849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-103213,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-104349,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-104713,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-105849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-110213,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-111349,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-111713,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-112849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-113213,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-114349,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-114713,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-115849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-120213,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-121349,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-121613,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-122849,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-123113,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-124211,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-124713,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-125631,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-130106,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-131053,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-131543,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-132453,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-132947,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-133853,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-134507,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-135253,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-135926,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-140653,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-141326,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-142053,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-142726,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-143453,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-144126,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-144853,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-145526,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-150253,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-150926,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-151653,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-152326,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-153053,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-153726,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-154453,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-155126,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-155853,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-160526,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-161253,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-161926,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-162653,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-163326,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-164053,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-164726,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-165453,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-170126,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-170853,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-171526,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-172253,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-172926,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-173653,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-174326,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-175053,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-175726,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-180453,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-181126,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-181853,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-182526,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-183253,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-183926,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-184653,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-185326,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-190053,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-190726,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-191453,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-192126,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-192853,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-193526,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-194333,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-194926,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-195804,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-200335,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-201212,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-201735,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-202612,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-203135,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-204012,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-204535,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-205424,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-205950,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-210824,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-211400,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-212224,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-212750,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-213624,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-214150,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-215024,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-215550,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-220424,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-221000,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-221754,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-222350,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-223224,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-223750,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-3-B-224624,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-225150,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-4-B-230024,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-230550,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-1-B-231354,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-3-B-231920,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-5-B-232824,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-4-B-233350,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-4,22-T1-2-B-234124,DIJON Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-1-B-234750,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-6,22-T1-3-B-235337,Foch Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-5-B-240050,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-6,22-T1-4-B-240454,Foch Gare,,1
4-T1,22_B,4-T1-A-41,22-T1-2-B-241435,QUETIGNY Centre,,0
4-T1,22_B,4-T1-R-6,22-T1-1-B-241855,Foch Gare,,1
4-T1,22_B,4-T1-R-6,22-T1-5-B-243237,Foch Gare,,1
4-T1,22_B,4-T1-R-6,22-T1-2-B-244757,Foch Gare,,1
4-T1,23_A,4-T1-A-40,23-T1-1-A-045208,QUETIGNY Centre,,0
4-T1,23_A,4-T1-A-40,23-T1-2-A-051051,QUETIGNY Centre,,0
4-T1,23_A,4-T1-A-40,23-T1-3-A-052558,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-1-A-052856,DIJON Gare,,1
4-T1,23_A,4-T1-A-40,23-T1-4-A-053841,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-2-A-054434,DIJON Gare,,1
4-T1,23_A,4-T1-A-40,23-T1-5-A-055025,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-3-A-055755,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-1-A-060322,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-4-A-061205,DIJON Gare,,1
4-T1,23_A,4-T1-A-40,23-T1-6-A-061243,QUETIGNY Centre,,0
4-T1,23_A,4-T1-A-5,23-T1-2-A-061842,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-5-A-062355,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-3-A-062943,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-1-A-063515,DIJON Gare,,1
4-T1,23_A,4-T1-A-40,23-T1-7-A-064143,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-6-A-064459,DIJON Gare,,1
4-T1,23_A,4-T1-A-5,23-T1-4-A-064653,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-27,23-T1-2-A-065407,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-5-A-065752,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-3-A-070421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-1-A-070710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-7-A-071421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-6-A-071720,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-27,23-T1-4-A-072421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-2-A-072710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-5-A-073421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-3-A-073710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-1-A-074421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-7-A-074710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-6-A-075401,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-4-A-075710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-2-A-080421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-5-A-080710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-3-A-081421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-1-A-081710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-7-A-082421,DIJON Gare,,1
4-T1,23_A,4-T1-A-5,23-T1-6-A-082650,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-4-A-083421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-2-A-083710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-5-A-084421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-3-A-084710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-1-A-085421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-7-A-085710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-27,23-T1-6-A-090421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-4-A-090710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-2-A-091421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-5-A-091710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-3-A-092421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-1-A-092710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-7-A-093421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-6-A-093740,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-4-A-094421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-2-A-094710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-5-A-095421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-3-A-095740,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-1-A-100421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-7-A-100730,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-6-A-101421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-4-A-101740,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-2-A-102421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-5-A-102710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-3-A-103421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-1-A-103730,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-7-A-104421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-6-A-104710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-4-A-105421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-2-A-105720,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-5-A-110421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-3-A-110730,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-1-A-111421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-7-A-111710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-6-A-112421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-4-A-112710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-2-A-113421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-5-A-113710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-3-A-114421,DIJON Gare,,1
4-T1,23_A,4-T1-A-5,23-T1-1-A-114710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-7-A-115421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-6-A-115710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-4-A-120421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-2-A-120710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-5-A-121441,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-3-A-121710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-27,23-T1-1-A-122431,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-7-A-122710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-A-2,23-T1-8-A-123253,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-6-A-123421,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-4-A-123710,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-2-A-124410,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-5-A-124730,QUETIGNY Centre,,0
4-T1,23_A,4-T1-A-2,23-T1-9-A-125233,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-3-A-125245,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-1-A-125720,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-7-A-130002,DIJON Gare,,1
4-T1,23_A,4-T1-R-27,23-T1-8-A-130652,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-6-A-130715,QUETIGNY Centre,,0
4-T1,23_A,4-T1-A-2,23-T1-10-A-131133,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-4-A-131342,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-2-A-131720,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-5-A-132032,DIJON Gare,,1
4-T1,23_A,4-T1-R-27,23-T1-9-A-132722,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-3-A-132820,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-1-A-133412,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-7-A-133500,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-6-A-134102,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-8-A-134150,QUETIGNY Centre,,0
4-T1,23_A,4-T1-A-41,23-T1-4-A-134745,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-27,23-T1-10-A-134752,DIJON Gare,,1
4-T1,23_A,4-T1-R-4,23-T1-2-A-135442,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-5-A-135520,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-3-A-140132,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-9-A-140207,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-7-A-140822,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-1-A-140847,QUETIGNY Centre,,0
4-T1,23_A,4-T1-R-4,23-T1-8-A-141512,DIJON Gare,,1
4-T1,23_A,4-T1-A-41,23-T1-6-A-141547,QUETIGNY Centre,,0
